"","site","loc","year","study","germplasmName","trait","value.x","value.y"
"37","Blk_22","Blk","22","YT_Blk_22","18-13765","Grain.test.weight...lbs.bu",60.1873298119999,2.10775246461771
"38","Blk_22","Blk","22","YT_Blk_22","18-13765","Grain.yield...bu.ac",101.608177932625,0.0516502659698737
"39","Blk_22","Blk","22","YT_Blk_22","18-13765","Heading.time...Julian.date..JD..",121.045361883164,8.09930705425498
"40","Blk_22","Blk","22","YT_Blk_22","18-13765","Plant.height.inches",NA,0
"41","Blk_22","Blk","22","YT_Blk_22","18-13852","Grain.test.weight...lbs.bu",59.1126302726737,2.20016206673254
"42","Blk_22","Blk","22","YT_Blk_22","18-13852","Grain.yield...bu.ac",90.0146580092047,0.0487591382316536
"43","Blk_22","Blk","22","YT_Blk_22","18-13852","Heading.time...Julian.date..JD..",124.549278911485,8.22264753354301
"44","Blk_22","Blk","22","YT_Blk_22","18-13852","Plant.height.inches",NA,0
"45","Blk_22","Blk","22","YT_Blk_22","18-13965","Grain.test.weight...lbs.bu",58.6521168783187,2.25993000254241
"46","Blk_22","Blk","22","YT_Blk_22","18-13965","Grain.yield...bu.ac",78.6497228508889,0.0545921953736864
"47","Blk_22","Blk","22","YT_Blk_22","18-13965","Heading.time...Julian.date..JD..",121.530881483162,8.41830193156992
"48","Blk_22","Blk","22","YT_Blk_22","18-13965","Plant.height.inches",NA,0
"49","Blk_22","Blk","22","YT_Blk_22","18-14535","Grain.test.weight...lbs.bu",58.9647578823924,2.11465725567866
"50","Blk_22","Blk","22","YT_Blk_22","18-14535","Grain.yield...bu.ac",88.0413720994813,0.0494385917294705
"51","Blk_22","Blk","22","YT_Blk_22","18-14535","Heading.time...Julian.date..JD..",120.049388123854,8.10407328609423
"52","Blk_22","Blk","22","YT_Blk_22","18-14535","Plant.height.inches",NA,0
"53","Blk_22","Blk","22","YT_Blk_22","18-15372","Grain.test.weight...lbs.bu",59.2073866155072,2.21454296745608
"54","Blk_22","Blk","22","YT_Blk_22","18-15372","Grain.yield...bu.ac",83.6264032580802,0.0518181004516181
"55","Blk_22","Blk","22","YT_Blk_22","18-15372","Heading.time...Julian.date..JD..",118.575389405049,8.28276051971269
"56","Blk_22","Blk","22","YT_Blk_22","18-15372","Plant.height.inches",NA,0
"57","Blk_22","Blk","22","YT_Blk_22","18-16828","Grain.test.weight...lbs.bu",58.6472672382722,2.16881747632899
"58","Blk_22","Blk","22","YT_Blk_22","18-16828","Grain.yield...bu.ac",75.4057121181883,0.0466204608021005
"59","Blk_22","Blk","22","YT_Blk_22","18-16828","Heading.time...Julian.date..JD..",122.003835563929,8.19241822104006
"60","Blk_22","Blk","22","YT_Blk_22","18-16828","Plant.height.inches",NA,0
"61","Blk_22","Blk","22","YT_Blk_22","18-17119","Grain.test.weight...lbs.bu",59.8675200264583,2.16649867589791
"62","Blk_22","Blk","22","YT_Blk_22","18-17119","Grain.yield...bu.ac",93.9810696389091,0.0520589702828436
"63","Blk_22","Blk","22","YT_Blk_22","18-17119","Heading.time...Julian.date..JD..",117.529319464375,8.15782181260046
"64","Blk_22","Blk","22","YT_Blk_22","18-17119","Plant.height.inches",NA,0
"65","Blk_22","Blk","22","YT_Blk_22","18-17905","Grain.test.weight...lbs.bu",59.3948146697472,2.23210944661967
"66","Blk_22","Blk","22","YT_Blk_22","18-17905","Grain.yield...bu.ac",94.2909080960494,0.0514008325782363
"67","Blk_22","Blk","22","YT_Blk_22","18-17905","Heading.time...Julian.date..JD..",118.984997708883,8.29967386764125
"68","Blk_22","Blk","22","YT_Blk_22","18-17905","Plant.height.inches",NA,0
"69","Blk_22","Blk","22","YT_Blk_22","18-22132","Grain.test.weight...lbs.bu",60.9854539373156,2.1332261690183
"70","Blk_22","Blk","22","YT_Blk_22","18-22132","Grain.yield...bu.ac",90.5558411302544,0.0481199496854732
"71","Blk_22","Blk","22","YT_Blk_22","18-22132","Heading.time...Julian.date..JD..",121.012341987988,8.08294729736026
"72","Blk_22","Blk","22","YT_Blk_22","18-22132","Plant.height.inches",NA,0
"73","Blk_22","Blk","22","YT_Blk_22","18-22767","Grain.test.weight...lbs.bu",58.2270134292792,2.37276478812917
"74","Blk_22","Blk","22","YT_Blk_22","18-22767","Grain.yield...bu.ac",88.2569093410583,0.0600449900005388
"75","Blk_22","Blk","22","YT_Blk_22","18-22767","Heading.time...Julian.date..JD..",118.986819971919,8.60999984423961
"76","Blk_22","Blk","22","YT_Blk_22","18-22767","Plant.height.inches",NA,0
"77","Blk_22","Blk","22","YT_Blk_22","18-22976","Grain.test.weight...lbs.bu",60.7050806701364,2.37000081237004
"78","Blk_22","Blk","22","YT_Blk_22","18-22976","Grain.yield...bu.ac",92.496336628876,0.0600701187410976
"79","Blk_22","Blk","22","YT_Blk_22","18-22976","Heading.time...Julian.date..JD..",122.137533888862,8.59846485705468
"80","Blk_22","Blk","22","YT_Blk_22","18-22976","Plant.height.inches",NA,0
"81","Blk_22","Blk","22","YT_Blk_22","18-23224","Grain.test.weight...lbs.bu",58.8356557673883,2.1921571548493
"82","Blk_22","Blk","22","YT_Blk_22","18-23224","Grain.yield...bu.ac",75.8468106261557,0.0502468785302058
"83","Blk_22","Blk","22","YT_Blk_22","18-23224","Heading.time...Julian.date..JD..",118.943283577017,8.23814872291074
"84","Blk_22","Blk","22","YT_Blk_22","18-23224","Plant.height.inches",NA,0
"85","Blk_22","Blk","22","YT_Blk_22","18-23760","Grain.test.weight...lbs.bu",59.1503363702687,2.18614767795839
"86","Blk_22","Blk","22","YT_Blk_22","18-23760","Grain.yield...bu.ac",86.884170887382,0.0566574907825845
"87","Blk_22","Blk","22","YT_Blk_22","18-23760","Heading.time...Julian.date..JD..",124.050875353594,8.26362929397051
"88","Blk_22","Blk","22","YT_Blk_22","18-23760","Plant.height.inches",NA,0
"89","Blk_22","Blk","22","YT_Blk_22","18-26037","Grain.test.weight...lbs.bu",59.8358210509135,2.31981015715003
"90","Blk_22","Blk","22","YT_Blk_22","18-26037","Grain.yield...bu.ac",92.9049340202537,0.0547368807159243
"91","Blk_22","Blk","22","YT_Blk_22","18-26037","Heading.time...Julian.date..JD..",121.960966707851,8.46404588680198
"92","Blk_22","Blk","22","YT_Blk_22","18-26037","Plant.height.inches",NA,0
"93","Blk_22","Blk","22","YT_Blk_22","18-4910","Grain.test.weight...lbs.bu",59.0965483318731,2.31717582980062
"94","Blk_22","Blk","22","YT_Blk_22","18-4910","Grain.yield...bu.ac",80.0811701039883,0.0538140969706854
"95","Blk_22","Blk","22","YT_Blk_22","18-4910","Heading.time...Julian.date..JD..",122.359720354364,8.46640322363274
"96","Blk_22","Blk","22","YT_Blk_22","18-4910","Plant.height.inches",NA,0
"97","Blk_22","Blk","22","YT_Blk_22","18-5737","Grain.test.weight...lbs.bu",58.2886744800987,2.1063219780463
"98","Blk_22","Blk","22","YT_Blk_22","18-5737","Grain.yield...bu.ac",80.7694733781288,0.050279687011324
"99","Blk_22","Blk","22","YT_Blk_22","18-5737","Heading.time...Julian.date..JD..",121.395867992622,8.10440028559252
"100","Blk_22","Blk","22","YT_Blk_22","18-5737","Plant.height.inches",NA,0
"101","Blk_22","Blk","22","YT_Blk_22","18-5837","Grain.test.weight...lbs.bu",60.1666581751141,2.23410752646736
"102","Blk_22","Blk","22","YT_Blk_22","18-5837","Grain.yield...bu.ac",83.1793477314233,0.0559850864029212
"103","Blk_22","Blk","22","YT_Blk_22","18-5837","Heading.time...Julian.date..JD..",119.855260889545,8.37106673327498
"104","Blk_22","Blk","22","YT_Blk_22","18-5837","Plant.height.inches",NA,0
"105","Blk_22","Blk","22","YT_Blk_22","18-6274","Grain.test.weight...lbs.bu",61.5773346178243,2.21942566393282
"106","Blk_22","Blk","22","YT_Blk_22","18-6274","Grain.yield...bu.ac",91.7423883061818,0.0509558256902798
"107","Blk_22","Blk","22","YT_Blk_22","18-6274","Heading.time...Julian.date..JD..",117.331167513348,8.2898933009807
"108","Blk_22","Blk","22","YT_Blk_22","18-6274","Plant.height.inches",NA,0
"109","Blk_22","Blk","22","YT_Blk_22","18-6852","Grain.test.weight...lbs.bu",57.5334455634611,2.09283567598396
"110","Blk_22","Blk","22","YT_Blk_22","18-6852","Grain.yield...bu.ac",82.5319158827078,0.0484136201511241
"111","Blk_22","Blk","22","YT_Blk_22","18-6852","Heading.time...Julian.date..JD..",117.496823224115,8.04155254376606
"112","Blk_22","Blk","22","YT_Blk_22","18-6852","Plant.height.inches",NA,0
"113","Blk_22","Blk","22","YT_Blk_22","18-7928","Grain.test.weight...lbs.bu",59.4771381242495,2.14643628453365
"114","Blk_22","Blk","22","YT_Blk_22","18-7928","Grain.yield...bu.ac",81.8673519602756,0.0505052778203296
"115","Blk_22","Blk","22","YT_Blk_22","18-7928","Heading.time...Julian.date..JD..",118.011292103647,8.13382477498304
"116","Blk_22","Blk","22","YT_Blk_22","18-7928","Plant.height.inches",NA,0
"117","Blk_22","Blk","22","YT_Blk_22","18-7943","Grain.test.weight...lbs.bu",59.1005018851289,2.19313890932558
"118","Blk_22","Blk","22","YT_Blk_22","18-7943","Grain.yield...bu.ac",74.0457823171585,0.0507405561669267
"119","Blk_22","Blk","22","YT_Blk_22","18-7943","Heading.time...Julian.date..JD..",118.025426432134,8.26497748003747
"120","Blk_22","Blk","22","YT_Blk_22","18-7943","Plant.height.inches",NA,0
"121","Blk_22","Blk","22","YT_Blk_22","18-842","Grain.test.weight...lbs.bu",58.9262742341092,2.24853596967576
"122","Blk_22","Blk","22","YT_Blk_22","18-842","Grain.yield...bu.ac",88.8349359371025,0.0544746188344966
"123","Blk_22","Blk","22","YT_Blk_22","18-842","Heading.time...Julian.date..JD..",118.294171292683,8.35843755107583
"124","Blk_22","Blk","22","YT_Blk_22","18-842","Plant.height.inches",NA,0
"125","Blk_22","Blk","22","YT_Blk_22","18-9724","Grain.test.weight...lbs.bu",60.5266842498254,2.08985412713029
"126","Blk_22","Blk","22","YT_Blk_22","18-9724","Grain.yield...bu.ac",84.6863926897787,0.047683864863508
"127","Blk_22","Blk","22","YT_Blk_22","18-9724","Heading.time...Julian.date..JD..",120.546554440862,8.03942623915828
"128","Blk_22","Blk","22","YT_Blk_22","18-9724","Plant.height.inches",NA,0
"129","Blk_22","Blk","22","YT_Blk_22","18MSFRS-18","Grain.test.weight...lbs.bu",59.8503601309491,2.22086311480508
"130","Blk_22","Blk","22","YT_Blk_22","18MSFRS-18","Grain.yield...bu.ac",89.2811041274466,0.0509339027142293
"131","Blk_22","Blk","22","YT_Blk_22","18MSFRS-18","Heading.time...Julian.date..JD..",125.026803144778,8.28795705308313
"132","Blk_22","Blk","22","YT_Blk_22","18MSFRS-18","Plant.height.inches",NA,0
"133","Blk_22","Blk","22","YT_Blk_22","19-10123","Grain.test.weight...lbs.bu",60.958349855058,1.20232670697263
"134","Blk_22","Blk","22","YT_Blk_22","19-10123","Grain.yield...bu.ac",88.1374590137904,0.0314739611583562
"135","Blk_22","Blk","22","YT_Blk_22","19-10123","Heading.time...Julian.date..JD..",117.8765537268,4.33690100476634
"136","Blk_22","Blk","22","YT_Blk_22","19-10123","Plant.height.inches",NA,0
"137","Blk_22","Blk","22","YT_Blk_22","19-10136","Grain.test.weight...lbs.bu",62.4068977732651,2.33088500179284
"138","Blk_22","Blk","22","YT_Blk_22","19-10136","Grain.yield...bu.ac",91.2736943923383,0.0551965639982449
"139","Blk_22","Blk","22","YT_Blk_22","19-10136","Heading.time...Julian.date..JD..",121.047943181856,8.49840663214765
"140","Blk_22","Blk","22","YT_Blk_22","19-10136","Plant.height.inches",NA,0
"141","Blk_22","Blk","22","YT_Blk_22","19-10142","Grain.test.weight...lbs.bu",60.5070473924113,1.20017615203939
"142","Blk_22","Blk","22","YT_Blk_22","19-10142","Grain.yield...bu.ac",79.468413529503,0.0296610121056066
"143","Blk_22","Blk","22","YT_Blk_22","19-10142","Heading.time...Julian.date..JD..",120.896110624369,4.29357984804859
"144","Blk_22","Blk","22","YT_Blk_22","19-10142","Plant.height.inches",NA,0
"145","Blk_22","Blk","22","YT_Blk_22","19-10151","Grain.test.weight...lbs.bu",59.9678784822378,2.12802059194126
"146","Blk_22","Blk","22","YT_Blk_22","19-10151","Grain.yield...bu.ac",86.7093730398813,0.0488525475657423
"147","Blk_22","Blk","22","YT_Blk_22","19-10151","Heading.time...Julian.date..JD..",121.480335768696,8.11623743601098
"148","Blk_22","Blk","22","YT_Blk_22","19-10151","Plant.height.inches",NA,0
"149","Blk_22","Blk","22","YT_Blk_22","19-10168","Grain.test.weight...lbs.bu",60.6893606565576,2.27956011444472
"150","Blk_22","Blk","22","YT_Blk_22","19-10168","Grain.yield...bu.ac",88.5926754869953,0.0503664057085638
"151","Blk_22","Blk","22","YT_Blk_22","19-10168","Heading.time...Julian.date..JD..",123.161918586354,8.38250735836825
"152","Blk_22","Blk","22","YT_Blk_22","19-10168","Plant.height.inches",NA,0
"153","Blk_22","Blk","22","YT_Blk_22","19-10173","Grain.test.weight...lbs.bu",61.1865481772791,1.17605511011304
"154","Blk_22","Blk","22","YT_Blk_22","19-10173","Grain.yield...bu.ac",86.8142115622355,0.0293419878532687
"155","Blk_22","Blk","22","YT_Blk_22","19-10173","Heading.time...Julian.date..JD..",120.181608823976,4.2697255249356
"156","Blk_22","Blk","22","YT_Blk_22","19-10173","Plant.height.inches",NA,0
"157","Blk_22","Blk","22","YT_Blk_22","19-10236","Grain.test.weight...lbs.bu",60.3229619350422,1.16857309143138
"158","Blk_22","Blk","22","YT_Blk_22","19-10236","Grain.yield...bu.ac",78.812755882612,0.0288510842050528
"159","Blk_22","Blk","22","YT_Blk_22","19-10236","Heading.time...Julian.date..JD..",120.977792955061,4.26166232342096
"160","Blk_22","Blk","22","YT_Blk_22","19-10236","Plant.height.inches",NA,0
"165","Blk_22","Blk","22","YT_Blk_22","19-11770","Grain.test.weight...lbs.bu",59.8213701355586,2.27450967398005
"166","Blk_22","Blk","22","YT_Blk_22","19-11770","Grain.yield...bu.ac",79.7037951537852,0.0507246943818934
"167","Blk_22","Blk","22","YT_Blk_22","19-11770","Heading.time...Julian.date..JD..",123.420668204655,8.37728204303106
"168","Blk_22","Blk","22","YT_Blk_22","19-11770","Plant.height.inches",NA,0
"169","Blk_22","Blk","22","YT_Blk_22","19-11773","Grain.test.weight...lbs.bu",60.1997048887313,2.21706297498255
"170","Blk_22","Blk","22","YT_Blk_22","19-11773","Grain.yield...bu.ac",80.9783662907714,0.0579302368669403
"171","Blk_22","Blk","22","YT_Blk_22","19-11773","Heading.time...Julian.date..JD..",122.010111739614,8.25730765040401
"172","Blk_22","Blk","22","YT_Blk_22","19-11773","Plant.height.inches",NA,0
"173","Blk_22","Blk","22","YT_Blk_22","19-12420","Grain.test.weight...lbs.bu",61.6136009891963,1.07819079891879
"174","Blk_22","Blk","22","YT_Blk_22","19-12420","Grain.yield...bu.ac",95.6840658044008,0.027101899797859
"175","Blk_22","Blk","22","YT_Blk_22","19-12420","Heading.time...Julian.date..JD..",121.040496871874,4.09567160788609
"176","Blk_22","Blk","22","YT_Blk_22","19-12420","Plant.height.inches",NA,0
"177","Blk_22","Blk","22","YT_Blk_22","19-12615","Grain.test.weight...lbs.bu",59.6348927611273,2.30274830539322
"178","Blk_22","Blk","22","YT_Blk_22","19-12615","Grain.yield...bu.ac",83.5639874401232,0.0541442329618568
"179","Blk_22","Blk","22","YT_Blk_22","19-12615","Heading.time...Julian.date..JD..",121.917863742258,8.45528098366029
"180","Blk_22","Blk","22","YT_Blk_22","19-12615","Plant.height.inches",NA,0
"181","Blk_22","Blk","22","YT_Blk_22","19-12659","Grain.test.weight...lbs.bu",58.7824871471755,1.22157059030372
"182","Blk_22","Blk","22","YT_Blk_22","19-12659","Grain.yield...bu.ac",78.0039742440764,0.0325874023438853
"183","Blk_22","Blk","22","YT_Blk_22","19-12659","Heading.time...Julian.date..JD..",117.001529564339,4.35313220549169
"184","Blk_22","Blk","22","YT_Blk_22","19-12659","Plant.height.inches",NA,0
"185","Blk_22","Blk","22","YT_Blk_22","19-12830","Grain.test.weight...lbs.bu",59.6766107031628,1.08013022034673
"186","Blk_22","Blk","22","YT_Blk_22","19-12830","Grain.yield...bu.ac",82.2842340095227,0.0270430679320414
"187","Blk_22","Blk","22","YT_Blk_22","19-12830","Heading.time...Julian.date..JD..",121.01508304521,4.09697210972924
"188","Blk_22","Blk","22","YT_Blk_22","19-12830","Plant.height.inches",NA,0
"189","Blk_22","Blk","22","YT_Blk_22","19-12849","Grain.test.weight...lbs.bu",60.1164855160322,2.16677976372026
"190","Blk_22","Blk","22","YT_Blk_22","19-12849","Grain.yield...bu.ac",81.31856515044,0.0473191287954217
"191","Blk_22","Blk","22","YT_Blk_22","19-12849","Heading.time...Julian.date..JD..",122.411912957872,8.19181129675661
"192","Blk_22","Blk","22","YT_Blk_22","19-12849","Plant.height.inches",NA,0
"193","Blk_22","Blk","22","YT_Blk_22","19-12926","Grain.test.weight...lbs.bu",59.2683167858714,1.20517834528131
"194","Blk_22","Blk","22","YT_Blk_22","19-12926","Grain.yield...bu.ac",84.1786244799661,0.032253642103661
"195","Blk_22","Blk","22","YT_Blk_22","19-12926","Heading.time...Julian.date..JD..",120.726346712263,4.34104692132349
"196","Blk_22","Blk","22","YT_Blk_22","19-12926","Plant.height.inches",NA,0
"197","Blk_22","Blk","22","YT_Blk_22","19-13048","Grain.test.weight...lbs.bu",56.7283635576815,1.1792480446454
"198","Blk_22","Blk","22","YT_Blk_22","19-13048","Grain.yield...bu.ac",70.0249697871025,0.0290108739927932
"199","Blk_22","Blk","22","YT_Blk_22","19-13048","Heading.time...Julian.date..JD..",122.159562581409,4.27169290861561
"200","Blk_22","Blk","22","YT_Blk_22","19-13048","Plant.height.inches",NA,0
"201","Blk_22","Blk","22","YT_Blk_22","19-13414","Grain.test.weight...lbs.bu",58.0869856455878,1.16360605493664
"202","Blk_22","Blk","22","YT_Blk_22","19-13414","Grain.yield...bu.ac",90.2788072335426,0.0282221829674044
"203","Blk_22","Blk","22","YT_Blk_22","19-13414","Heading.time...Julian.date..JD..",123.074633166057,4.25819604735165
"204","Blk_22","Blk","22","YT_Blk_22","19-13414","Plant.height.inches",NA,0
"205","Blk_22","Blk","22","YT_Blk_22","19-13434","Grain.test.weight...lbs.bu",60.2238945634395,1.193125137304
"206","Blk_22","Blk","22","YT_Blk_22","19-13434","Grain.yield...bu.ac",82.7419253566426,0.0292790146820522
"207","Blk_22","Blk","22","YT_Blk_22","19-13434","Heading.time...Julian.date..JD..",122.046685784647,4.2834493990918
"208","Blk_22","Blk","22","YT_Blk_22","19-13434","Plant.height.inches",NA,0
"209","Blk_22","Blk","22","YT_Blk_22","19-13447","Grain.test.weight...lbs.bu",60.5909376869067,1.1737222622048
"210","Blk_22","Blk","22","YT_Blk_22","19-13447","Grain.yield...bu.ac",94.947881242035,0.0291537977189172
"211","Blk_22","Blk","22","YT_Blk_22","19-13447","Heading.time...Julian.date..JD..",122.679399285505,4.26734176906348
"212","Blk_22","Blk","22","YT_Blk_22","19-13447","Plant.height.inches",NA,0
"213","Blk_22","Blk","22","YT_Blk_22","19-13451","Grain.test.weight...lbs.bu",59.8652670663652,2.21453556819815
"214","Blk_22","Blk","22","YT_Blk_22","19-13451","Grain.yield...bu.ac",80.9909007740119,0.0519480658283173
"215","Blk_22","Blk","22","YT_Blk_22","19-13451","Heading.time...Julian.date..JD..",119.526413863021,8.29662203149744
"216","Blk_22","Blk","22","YT_Blk_22","19-13451","Plant.height.inches",NA,0
"217","Blk_22","Blk","22","YT_Blk_22","19-13706","Grain.test.weight...lbs.bu",58.562073602821,1.18784884828189
"218","Blk_22","Blk","22","YT_Blk_22","19-13706","Grain.yield...bu.ac",72.2614347233959,0.0291215360267567
"219","Blk_22","Blk","22","YT_Blk_22","19-13706","Heading.time...Julian.date..JD..",123.030137781647,4.27905565230223
"220","Blk_22","Blk","22","YT_Blk_22","19-13706","Plant.height.inches",NA,0
"221","Blk_22","Blk","22","YT_Blk_22","19-13707","Grain.test.weight...lbs.bu",61.3443183706872,1.16559732273944
"222","Blk_22","Blk","22","YT_Blk_22","19-13707","Grain.yield...bu.ac",87.4290306594205,0.0285254441467956
"223","Blk_22","Blk","22","YT_Blk_22","19-13707","Heading.time...Julian.date..JD..",120.889257891842,4.2594882864826
"224","Blk_22","Blk","22","YT_Blk_22","19-13707","Plant.height.inches",NA,0
"225","Blk_22","Blk","22","YT_Blk_22","19-13713","Grain.test.weight...lbs.bu",60.8278675504507,1.19119974191901
"226","Blk_22","Blk","22","YT_Blk_22","19-13713","Grain.yield...bu.ac",82.1821804878063,0.0291182507102065
"227","Blk_22","Blk","22","YT_Blk_22","19-13713","Heading.time...Julian.date..JD..",119.174232563332,4.28204538086611
"228","Blk_22","Blk","22","YT_Blk_22","19-13713","Plant.height.inches",NA,0
"229","Blk_22","Blk","22","YT_Blk_22","19-13748","Grain.test.weight...lbs.bu",61.430321859006,1.19894364263079
"230","Blk_22","Blk","22","YT_Blk_22","19-13748","Grain.yield...bu.ac",79.3760575482908,0.029671817371058
"231","Blk_22","Blk","22","YT_Blk_22","19-13748","Heading.time...Julian.date..JD..",118.928518322487,4.28716654438381
"232","Blk_22","Blk","22","YT_Blk_22","19-13748","Plant.height.inches",NA,0
"233","Blk_22","Blk","22","YT_Blk_22","19-13752","Grain.test.weight...lbs.bu",60.2967903669585,2.19176546730895
"234","Blk_22","Blk","22","YT_Blk_22","19-13752","Grain.yield...bu.ac",75.0638106298856,0.0503967639267101
"235","Blk_22","Blk","22","YT_Blk_22","19-13752","Heading.time...Julian.date..JD..",120.49026421322,8.23198935587796
"236","Blk_22","Blk","22","YT_Blk_22","19-13752","Plant.height.inches",NA,0
"237","Blk_22","Blk","22","YT_Blk_22","19-13778","Grain.test.weight...lbs.bu",61.9740565810763,1.23041484289685
"238","Blk_22","Blk","22","YT_Blk_22","19-13778","Grain.yield...bu.ac",76.0434112903753,0.0325782298249618
"239","Blk_22","Blk","22","YT_Blk_22","19-13778","Heading.time...Julian.date..JD..",122.158297025072,4.36040694754768
"240","Blk_22","Blk","22","YT_Blk_22","19-13778","Plant.height.inches",NA,0
"241","Blk_22","Blk","22","YT_Blk_22","19-13936","Grain.test.weight...lbs.bu",60.335852922081,1.21988024052374
"242","Blk_22","Blk","22","YT_Blk_22","19-13936","Grain.yield...bu.ac",75.3405476725613,0.0325602141686113
"243","Blk_22","Blk","22","YT_Blk_22","19-13936","Heading.time...Julian.date..JD..",118.143637044237,4.35311936400976
"244","Blk_22","Blk","22","YT_Blk_22","19-13936","Plant.height.inches",NA,0
"245","Blk_22","Blk","22","YT_Blk_22","19-13942","Grain.test.weight...lbs.bu",59.3087456431529,1.23740903185455
"246","Blk_22","Blk","22","YT_Blk_22","19-13942","Grain.yield...bu.ac",79.8001232211269,0.0266760883892111
"247","Blk_22","Blk","22","YT_Blk_22","19-13942","Heading.time...Julian.date..JD..",117.004566674078,4.36196360891125
"248","Blk_22","Blk","22","YT_Blk_22","19-13942","Plant.height.inches",NA,0
"249","Blk_22","Blk","22","YT_Blk_22","19-13961","Grain.test.weight...lbs.bu",60.0163015923531,1.19081808883304
"250","Blk_22","Blk","22","YT_Blk_22","19-13961","Grain.yield...bu.ac",89.1742000399298,0.0297863266093834
"251","Blk_22","Blk","22","YT_Blk_22","19-13961","Heading.time...Julian.date..JD..",117.910624916807,4.28031164920172
"252","Blk_22","Blk","22","YT_Blk_22","19-13961","Plant.height.inches",NA,0
"253","Blk_22","Blk","22","YT_Blk_22","19-13978","Grain.test.weight...lbs.bu",59.0897237503022,1.22947963585442
"254","Blk_22","Blk","22","YT_Blk_22","19-13978","Grain.yield...bu.ac",80.3615551826394,0.0327308478239448
"255","Blk_22","Blk","22","YT_Blk_22","19-13978","Heading.time...Julian.date..JD..",116.111813286652,4.35627083700589
"256","Blk_22","Blk","22","YT_Blk_22","19-13978","Plant.height.inches",NA,0
"257","Blk_22","Blk","22","YT_Blk_22","19-14605","Grain.test.weight...lbs.bu",56.2088058844972,1.22501110268049
"258","Blk_22","Blk","22","YT_Blk_22","19-14605","Grain.yield...bu.ac",78.6079081181502,0.0322608722782454
