"","pvals.name","pvals.predicted.value","pvals.std.error","pvals.status","avsed","trait","study"
"213","US17-IL-108-039",61.0253809157956,0.485053068295294,"Estimable",0.491360750578704,"Grain.test.weight...lbs.bu","YT_Lex_22"
"214","US17-IL-108-070",61.063167262064,0.361504665219594,"Estimable",0.491360750578704,"Grain.test.weight...lbs.bu","YT_Lex_22"
"215","US17-IL-111-005",58.9882382805558,0.349965165337961,"Estimable",0.491360750578704,"Grain.test.weight...lbs.bu","YT_Lex_22"
"216","US17-IL-111-006",59.1300761686598,0.348248812239522,"Estimable",0.491360750578704,"Grain.test.weight...lbs.bu","YT_Lex_22"
"246","18-12001",128.141251838785,0.882601688003134,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"247","18-13748",126.997100082127,0.882637393736652,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"248","18-13852",128.955667115446,0.880731896852664,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"249","18-13965",127.547909112029,0.882515404088721,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"250","18-14535",128.004673736877,0.881443347063972,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"251","18-15372",126.503123228368,0.881213402814317,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"252","18-17119",126.561550820025,0.882736675907256,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"253","18-22132",126.495770777452,0.88256756863082,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"254","18-22767",127.081473586739,1.24903204238991,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"255","18-22976",127.983577664434,0.885051122952308,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"256","18-23224",127.013007885952,0.882383772755251,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"257","18-23760",127.779339898976,0.880731583369362,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"258","18-4910",127.0960917111,0.882577140189729,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"259","18-7928",126.653130500996,0.880621776607017,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"260","18-7943",127.091491984724,0.88096004566985,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"261","18-842",126.966924054361,0.887945049412118,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"262","18-9724",127.023003688091,0.882855000926762,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"263","18MSFRS-18",128.504674584397,0.885609079118743,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"282","US16-IL-061-032",126.493394740514,0.885235702091941,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"283","US16-IL-061-068",125.900268906497,0.882913436303439,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"284","US16-IL-063-063",126.120792534898,0.881272340387573,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"285","US17-IL-108-039",129.97166944958,1.24815533458212,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"286","US17-IL-108-070",129.026876962733,0.88585949221488,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"287","US17-IL-111-005",127.502639467739,0.882635095284701,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"288","US17-IL-111-006",127.718574867351,0.88230019429126,"Estimable",1.25985829402986,"Heading.time...Julian.date..JD..CO_321.0001233","YT_Lex_22"
"318","18-12001",35.4853250243274,1.35894608526975,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"319","18-13748",35.4008819759363,1.35777844084394,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"320","18-13852",34.7613115514317,1.40156582218302,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"321","18-13965",32.6999172523942,1.34888552227859,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"322","18-14535",34.0071140468241,1.34869411997743,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"323","18-15372",34.5364546525719,1.36001406184042,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"324","18-17119",32.4206714317375,1.38022133372447,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"325","18-22132",35.9138674900733,1.37012778909202,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"326","18-22767",33.7336388733791,1.98826651761607,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"327","18-22976",36.0711761957004,1.35397828932291,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"328","18-23224",35.4244689525369,1.35365354548721,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"329","18-23760",35.7683167865501,1.402593440703,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"330","18-4910",31.768029875539,1.35919742816179,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"331","18-7928",34.5453682324174,1.38713884477403,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"332","18-7943",31.5443783892508,1.41660371771755,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"333","18-842",35.8310661304251,1.37786632028068,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"334","18-9724",34.1817627609396,1.38002305037071,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"335","18MSFRS-18",35.7443833245472,1.40000932688353,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"354","US16-IL-061-032",35.4654250920393,1.36756336648559,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"355","US16-IL-061-068",32.7955652187265,1.38674680982263,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"356","US16-IL-063-063",32.8394510204853,1.44220520798519,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"357","US17-IL-108-039",35.2358047351439,1.91146415343813,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"358","US17-IL-108-070",36.2583363860966,1.41523541844763,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"359","US17-IL-111-005",33.3056278234239,1.36430090440643,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
"360","US17-IL-111-006",32.4229134125386,1.37006819793219,"Estimable",1.92418535820736,"Plant.height.inches","YT_Lex_22"
