"22","2020-1862","YTNeo22[septoria]"
"38","2020-1865","YTNeo22[septoria], YTUrb22[Mix]"
"188","2020-1908","YTNeo22[sept], YTNeo22[tall], YTUrb22[Leaning]"
"15","2020-1919","YTNeo22[disease]"
"NA.10",NA,NA
"36","2020-2010","YTNeo22[ve]"
"230","2020-2032","YTNeo22[septoria], YTUrb22[Not, ve]"
"248","2020-2034","YTNeo22[septoria], YTStp22[Some sterility], YTUrb22[Bad plot]"
"71","2020-2037","YTNeo22[sept], YTNeo22[sept]"
"18","2020-2068","YTNeo22[ve, septoria], YTUrb22[Npt, early]"
"148","2020-2101","YTNeo22[ve, septoria], YTUrb22[Npt, See down row]"
"49","2020-2310","YTNeo22[lodging], YTNeo22[lodging], YTUrb22[Lodg]"
"1","2020-2318","YTNeo22[septoria]"
"205","2020-2330","YTNeo22[lodging], YTUrb22[Tall]"
"64","2020-2334","YTNeo22[tall], YTNeo22[leaning], YTUrb22[Tall]"
"179","2020-2335","YTNeo22[lodging], YTUrb22[Tall]"
"271","2020-2403","YTUrb22[Tall]"
"103","2020-2615","YTNeo22[sacb, late], YTNeo22[lodging], YTUrb22[Lodging]"
"NA.11",NA,NA
"293","2020-2770","YTUrb22[Leaning]"
"131","2020-2775","YTNeo22[lodging], YTNeo22[lodging]"
"166","2020-2864","YTNeo22[septoria], YTUrb22[Looks weak], YTUrb22[Leaning]"
"23","2020-3205","YTNeo22[septoria], YTUrb22[Looks weak]"
"78","2020-3211","YTNeo22[sept], YTNeo22[sept], YTUrb22[Leaning]"
"NA.12",NA,NA
"164","2020-3530","YTNeo22[leaning], YTUrb22[Tall]"
"237","2020-3607","YTNeo22[lodging], YTUrb22[Leaning]"
"NA.13",NA,NA
"202","2020-3744","YTNeo22[tall], YTUrb22[Tall]"
"219","2020-40034","YTNeo22[leaning], YTUrb22[Plot damage 5%]"
"235","2020-4337","YTNeo22[tall, septoria], YTNeo22[tall, septoria], YTStp22[Sterile], YTUrb22[Tall, ve]"
"261","2020-4869","YTStp22[Tall], YTUrb22[Leaning]"
"96","2020-4878","YTNeo22[sept]"
"53","2020-4907","YTNeo22[tall], YTUrb22[Leaning]"
"NA.14",NA,NA
"62","2020-5056","YTNeo22[bearded, leaning], YTUrb22[Bearded, looks weak, disease], YTUrb22[Too tall, disease]"
"198","2020-5238","YTNeo22[clean]"
"189","2020-5250","YTNeo22[leaning]"
"207","2020-5258","YTNeo22[clean]"
"109","2020-528","YTNeo22[late], YTUrb22[Tall, lodging]"
"28","2020-5308","YTNeo22[leaning, tall], YTUrb22[Lodg], YTUrb22[Leaning]"
"262","2020-5315","YTStp22[Looks good], YTUrb22[Leaning]"
"130","2020-5361","YTNeo22[tall, sept], YTNeo22[lodging], YTUrb22[Lodging]"
"215","2020-5369","YTNeo22[ve]"
"97","2020-5376","YTNeo22[ve, clean], YTUrb22[Mixed awns]"
"113","2020-5416","YTNeo22[sept], YTUrb22[Tall, disease]"
"77","2020-5533","YTNeo22[sept], YTUrb22[Tall]"
"171","2020-5541","YTNeo22[lodging], YTUrb22[Ve], YTUrb22[Mix]"
"278","2020-5545","YTUrb22[Leaf rust, stripe rust]"
"280","2020-571","YTUrb22[Leaning, too tall]"
"41","2020-5827","YTNeo22[disease], YTUrb22[Mix, Leaning, Disease], YTUrb22[Scrappy]"
"145","2020-5871","YTNeo22[tall], YTUrb22[Tall, leaning]"
"46","2020-6010","YTNeo22[tall], YTUrb22[Thin]"
"284","2020-602","YTUrb22[Leaning], YTUrb22[Leaning]"
"110","2020-6103","YTNeo22[sept], YTStp22[Tall, mix, some sterility]"
"242","2020-6116","YTNeo22[septoria], YTUrb22[Tall, mix], YTUrb22[Tall]"
"123","2020-6117","YTNeo22[scrappy], YTNeo22[leaning], YTUrb22[Looks weak]"
"159","2020-6148","YTNeo22[leaning], YTStp22[tall], YTUrb22[Leaning]"
"257","2020-6154","YTNeo22[tall], YTStp22[Tall], YTUrb22[Tall], YTUrb22[Leaning]"
"140","2020-6171","YTNeo22[tall], YTUrb22[Too tall]"
"185","2020-6201","YTNeo22[leaning], YTUrb22[Tall], YTUrb22[Leaning]"
"252","2020-6205","YTNeo22[septoria], YTUrb22[Looks weak]"
"134","2020-6223","YTNeo22[lodging, late], YTUrb22[Leaning]"
"192","2020-6254","YTNeo22[very mixed], YTUrb22[Not, mixed]"
"10","2020-6335","YTNeo22[septoria]"
"121","2020-6415","YTNeo22[tall], YTUrb22[Tall]"
"86","2020-6435","YTNeo22[sept]"
"297","2020-6453","YTUrb22[Ve]"
"87","2020-6633","YTNeo22[ve, tall], YTNeo22[tall]"
"60","2020-6909","YTNeo22[mix], YTUrb22[Leaning], YTUrb22[Lodging]"
"135","2020-7021","YTNeo22[tall], YTUrb22[Lodging]"
"143","2020-7024","YTNeo22[lodging], YTNeo22[leaning, clean], YTUrb22[Leaning]"
"19","2020-7035","YTNeo22[ve], YTUrb22[Leaning]"
"107","2020-7369","YTNeo22[ve], YTUrb22[Ve], YTUrb22[Leaning]"
"66","2020-7415","YTNeo22[tall], YTNeo22[tall]"
"NA.15",NA,NA
"281","2020-7719","YTUrb22[Leaning], YTUrb22[Looks weak]"
"9","2020-7737","YTNeo22[septoria], YTUrb22[Lodging]"
"245","2020-7746","YTNeo22[septoria]"
"82","2020-7877","YTNeo22[early, septoria], YTUrb22[Disease]"
"55","2020-7917","YTNeo22[ve, tall], YTNeo22[septoria], YTUrb22[Leaning]"
"47","2020-7954","YTNeo22[ve], YTUrb22[Ve, thin]"
"214","2020-8457","YTNeo22[tall, ve], YTUrb22[Npt]"
"169","2020-850","YTNeo22[mix], YTUrb22[Tall]"
"175","2020-8608","YTNeo22[tall], YTNeo22[tall], YTStp22[Some sterility]"
"126","2020-8628","YTNeo22[leaning], YTUrb22[Leaning]"
"138","2020-8648","YTNeo22[lodging], YTStp22[Tall and weak], YTUrb22[Lodging], YTUrb22[Tall, lodging]"
"20","2020-8734","YTNeo22[ve, tall], YTNeo22[septoria], YTUrb22[Leaning]"
"298","2020-8754","YTUrb22[Npt]"
"170","2020-8922","YTNeo22[leaning, clean], YTUrb22[Lodging]"
"229","2020-9168","YTNeo22[septoria], YTNeo22[lodg]"
"236","2020-9242","YTNeo22[tall, leaning], YTUrb22[Leaning]"
"74","2020-927","YTNeo22[septoria], YTUrb22[Leaning], YTUrb22[Leaning]"
"265","2020-9376","YTUrb22[Leaning], YTUrb22[Leaning]"
"228","2020-9638","YTNeo22[leaning], YTNeo22[lodging], YTUrb22[Ve, looks a bit weak]"
"30","2020-9801","YTNeo22[disease]"
"270","2020-9818","YTUrb22[Ve, short]"
"42","2020-9828","YTNeo22[septoria]"
"157","2020-9856","YTNeo22[septoria]"
"190","2020-9945","YTNeo22[npt, mixed], YTUrb22[Short]"
"150","IL16LCSDH-01-T-863-10","YTNeo22[late, scab]"
"231","IL16LCSDH-01-T-863-121","YTNeo22[npt, late], YTUrb22[Npt, late]"
"194","IL16LCSDH-01-T-863-32","YTNeo22[npt, late], YTStp22[Npt], YTUrb22[Npt]"
"226","IL16LCSDH-01-T-863-5","YTNeo22[scab, late, thin], YTUrb22[Npt], YTUrb22[Npt]"
"17","IL16LCSDH-01-T-863-52","YTNeo22[lodging, scan], YTUrb22[Lodg]"
"40","IL16LCSDH-01-T-863-53","YTNeo22[latr, lodging], YTNeo22[lodging], YTUrb22[Lodging]"
"116","IL16LCSDH-01-T-863-58","YTNeo22[leaning]"
"125","IL16LCSDH-01-T-863-6","YTNeo22[early, clean], YTNeo22[tall, clean], YTStp22[Tall], YTUrb22[Lodging]"
"139","IL16LCSDH-01-T-863-63","YTNeo22[leaning], YTUrb22[Leaning]"
"61","IL16LCSDH-01-T-863-69","YTNeo22[late], YTUrb22[Npt], YTUrb22[Leaning]"
"76","IL16LCSDH-01-T-863-72","YTNeo22[sept], YTUrb22[Leaning]"
"124","IL16LCSDH-01-T-863-87","YTNeo22[late, scab]"
"244","IL16LCSDH-01-T-863-92","YTNeo22[clean], YTStp22[Ugly]"
"133","IL16LCSDH-02-T-864-20","YTNeo22[leaning, ve], YTUrb22[Leaning]"
"26","IL16LCSDH-02-T-864-24","YTNeo22[leaning], YTNeo22[ve, tall], YTUrb22[Leaning]"
"129","IL16LCSDH-02-T-864-27","YTNeo22[ve], YTStp22[Some sterility], YTUrb22[Leaning]"
"122","IL16LCSDH-02-T-864-29","YTNeo22[ve, clean, leaning]"
"269","IL16LCSDH-02-T-864-37","YTUrb22[Tall]"
"69","IL16LCSDH-02-T-864-38","YTNeo22[ve, septoria], YTNeo22[ve, clean], YTUrb22[Leaning]"
"21","IL16LCSDH-02-T-864-5","YTNeo22[leaning], YTNeo22[leaning], YTUrb22[Ve]"
"89","IL16LCSDH-02-T-864-54","YTNeo22[leaning], YTUrb22[Disease]"
"111","IL16LCSDH-02-T-864-59","YTNeo22[leaning], YTUrb22[Npt]"
"83","IL16LCSDH-02-T-864-6","YTNeo22[sept, ve], YTUrb22[Too tall]"
"196","IL16LCSDH-02-T-864-60","YTNeo22[lodging], YTUrb22[Disease], YTUrb22[Leaning]"
"240","IL16LCSDH-02-T-864-63","YTNeo22[leaning], YTNeo22[leaning]"
"132","IL16LCSDH-02-T-864-8","YTNeo22[sept], YTUrb22[Leaning]"
"267","IL16LCSDH-03-T-865-28","YTUrb22[Mix], YTUrb22[Mix]"
"91","IL16LCSDH-03-T-865-32","YTNeo22[sept, thin], YTUrb22[Leaning]"
"167","IL16LCSDH-03-T-865-35","YTNeo22[sept]"
"117","IL16LCSDH-03-T-865-36","YTNeo22[ve], YTUrb22[Leaning]"
"260","IL16LCSDH-03-T-865-39","YTStp22[Npt], YTUrb22[Looks good]"
"45","IL16LCSDH-03-T-865-40","YTNeo22[septoria], YTNeo22[septoria], YTStp22[Npt], YTUrb22[Mix]"
"11","IL16LCSDH-03-T-865-46","YTNeo22[septoria], YTUrb22[Npt]"
"7","IL16LCSDH-03-T-865-65","YTNeo22[scab], YTStp22[Npt]"
"NA.16",NA,NA
"289","IL16LCSDH-04-T-2659-207","YTUrb22[Leaning]"
"216","IL16LCSDH-04-T-2659-212","YTNeo22[npt], YTUrb22[Too tall]"
"72","IL16LCSDH-04-T-2659-216","YTNeo22[npt], YTUrb22[Npt]"
"146","IL16LCSDH-04-T-2659-225","YTNeo22[clean, thick], YTNeo22[clean, npt], YTUrb22[Looks weak]"
"222","IL16LCSDH-04-T-2659-23","YTNeo22[early, clean, npt bright]"
"193","IL16LCSDH-04-T-2659-231","YTNeo22[lodging], YTUrb22[Lodg]"
"108","IL16LCSDH-04-T-2659-232","YTNeo22[sea of heads, late], YTStp22[Npt]"
"16","IL16LCSDH-04-T-2659-3","YTNeo22[late, npt], YTUrb22[Npt], YTUrb22[Leaf rust]"
"168","IL16LCSDH-04-T-2659-8","YTNeo22[ve, clean], YTNeo22[clean, looks good]"
"264","IL16LCSDH-05-T-2660-3","YTUrb22[Npt]"
"141","IL16LCSDH-06-T-2661-12","YTNeo22[clean, npt], YTUrb22[Npt, late], YTUrb22[Dense, npt]"
"221","IL16LCSDH-06-T-2661-17","YTNeo22[late]"
"239","IL16LCSDH-06-T-2661-19","YTNeo22[septoria], YTUrb22[Disease]"
"154","IL16LCSDH-06-T-2661-202","YTNeo22[lodging, late], YTUrb22[Leaning]"
"162","IL16LCSDH-06-T-2661-206","YTNeo22[clean], YTUrb22[Late]"
"250","IL16LCSDH-06-T-2661-21","YTNeo22[npt, clean], YTStp22[Npt], YTUrb22[Looks weak]"
"93","IL16LCSDH-06-T-2661-212","YTNeo22[sept]"
"88","IL16LCSDH-06-T-2661-228","YTNeo22[late, disease], YTUrb22[Npt]"
"32","IL16LCSDH-06-T-2661-231","YTNeo22[late], YTStp22[Npt], YTUrb22[Tall, looks strong]"
"58","IL16LCSDH-06-T-2661-234","YTNeo22[septoria], YTUrb22[Lodg], YTUrb22[Lodg]"
"95","IL16LCSDH-06-T-2661-39","YTNeo22[ve, clean, npt, big heads], YTUrb22[Ve]"
"210","IL16LCSDH-06-T-2661-52","YTNeo22[rust]"
"243","IL16LCSDH-06-T-2661-9","YTNeo22[thin, scab], YTUrb22[Looks good, big heads]"
"225","IL16LCSDH-07-T-2662-201","YTNeo22[leaning, late, thick], YTUrb22[Looks good]"
"232","IL16LCSDH-07-T-2662-202","YTNeo22[scab], YTUrb22[Looks nice, a bit tall and late], YTUrb22[Scab]"
"254","IL16LCSDH-07-T-2662-203","YTNeo22[late, scab], YTUrb22[Npt]"
"152","IL16LCSDH-07-T-2662-21","YTNeo22[late, scab], YTUrb22[Npt, late]"
"37","IL16LCSDH-07-T-2662-22","YTNeo22[sacb, scsb], YTUrb22[Leaning], YTUrb22[Leaning]"
"227","IL16LCSDH-07-T-2662-222","YTNeo22[leaning], YTUrb22[Leaning], YTUrb22[Leaning]"
"136","IL16LCSDH-07-T-2662-225","YTNeo22[leaning], YTNeo22[clean], YTUrb22[Leaning]"
"165","IL16LCSDH-07-T-2662-23","YTNeo22[lodging], YTUrb22[Lodg]"
"102","IL16LCSDH-07-T-2662-237","YTNeo22[late], YTUrb22[Npt]"
"186","IL16LCSDH-07-T-2662-241","YTNeo22[npt, some scab]"
"59","IL16LCSDH-07-T-2662-31","YTNeo22[tall, scab]"
"212","IL16LCSDH-07-T-2662-43","YTNeo22[late], YTUrb22[Late]"
"104","IL16LCSDH-07-T-2662-47","YTNeo22[late], YTUrb22[Lodging]"
"33","IL16LCSDH-08-T-2663-21","YTNeo22[leaning], YTNeo22[leaning], YTUrb22[Lodging]"
"266","IL16LCSDH-08-T-2663-55","YTUrb22[Tall]"
"27","IL16LCSDH-09-T-2664-16","YTNeo22[leaning]"
"NA.17",NA,NA
"206","IL16LCSDH-09-T-2664-20","YTNeo22[late]"
"127","IL16LCSDH-09-T-2664-23","YTNeo22[leaning], YTUrb22[Lodging]"
"204","IL16LCSDH-09-T-2664-24","YTNeo22[leaning], YTStp22[Mixed], YTUrb22[Lodging]"
"3","IL16LCSDH-09-T-2664-27","YTNeo22[late, heavy scab], YTUrb22[Lodg], YTUrb22[Lodg]"
"208","IL16LCSDH-09-T-2664-28","YTNeo22[late, lodging]"
"43","IL16LCSDH-09-T-2664-30","YTNeo22[lodging, scab], YTUrb22[Lodging]"
"201","IL16LCSDH-09-T-2664-36","YTNeo22[leaning, late]"
"92","IL16LCSDH-09-T-2664-40","YTNeo22[sept], YTUrb22[Leaning], YTUrb22[Leaning]"
"NA.18",NA,NA
"6","IL16LCSDH-10-T-2665-19","YTNeo22[septoria], YTStp22[Thick]"
"277","IL16LCSDH-10-T-2665-20","YTUrb22[Npt]"
"29","IL16LCSDH-10-T-2665-21","YTNeo22[npt, ve], YTNeo22[npt], YTUrb22[Looks good]"
"247","IL16LCSDH-10-T-2665-22","YTNeo22[short, late, scab], YTUrb22[Npt, short, late]"
"68","IL16LCSDH-10-T-2665-41","YTNeo22[thin], YTStp22[Npt], YTUrb22[Npt]"
"48","IL16LCSDH-10-T-2665-42","YTNeo22[ve, thin], YTUrb22[Tall], YTUrb22[Tall]"
"54","IL16LCSDH-10-T-2665-52","YTNeo22[late, scab], YTNeo22[scab, late]"
"5","IL16LCSDH-10-T-2665-54","YTNeo22[short, scab], YTUrb22[Npt, some septoria]"
"25","IL16LCSDH-10-T-2665-69","YTNeo22[thin], YTUrb22[Thin]"
"279","IL16LCSDH-10-T-2665-70","YTUrb22[Small heads]"
"184","IL16LCSDH-10-T-2665-75","YTNeo22[tall], YTNeo22[tall], YTStp22[Tall], YTUrb22[Tall, see down row]"
"238","IL16LCSDH-10-T-2665-8","YTNeo22[tall, late], YTUrb22[Tall]"
"276","IL16LCSDH-11-T-2666-206","YTUrb22[Lodging], YTUrb22[Lodging]"
"39","IL16LCSDH-11-T-2666-208","YTNeo22[npt, scab], YTNeo22[npt], YTUrb22[Npt]"
"251","IL16LCSDH-11-T-2666-212","YTNeo22[npt, clean], YTUrb22[Lodging]"
"183","IL16LCSDH-11-T-2666-220","YTNeo22[late, clean, leaning], YTStp22[Npt]"
"NA.19",NA,NA
"NA.20",NA,NA
